name,category,variant,subject,demo_url,demo_live,has_phone,phone,address,rating,shared_demo,google_maps_url
Best Motor Works & Sports,auto repair,C,Best Motor Works & Sports — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/best-motor-works-sports.html,yes,yes,(352) 375-3525,"65 SE 10th Ave, Gainesville, FL",5.0 (63),no,https://www.google.com/maps/place/Best+Motor+Works+%26+Sports/data=!4m7!3m6!1s0x88e8a394ec830009:0x1e393edac7e72ce5!8m2!3d29.6403372!4d-82.3250841!16s%2Fg%2F1tjh05zr!19sChIJCQCD7JSj6IgR5Sznx9o-OR4?authuser=0&hl=en&rclk=1
Hoffmann Auto Inc,auto repair,C,Hoffmann Auto Inc — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/hoffmann-auto-inc.html,yes,yes,(352) 336-0530,"3020 N Main St #4, Gainesville, FL",4.8 (65),no,https://www.google.com/maps/place/Hoffmann+Auto+Inc/data=!4m7!3m6!1s0x88e8a38eb5ec2413:0x8697d0ca0bf9b882!8m2!3d29.6813327!4d-82.320297!16s%2Fg%2F1vxf__gd!19sChIJEyTstY6j6IgRgrj5C8rQl4Y?authuser=0&hl=en&rclk=1
ADVANCE AUTO REPAIR & A/C LLC,auto repair,C,ADVANCE AUTO REPAIR & A/C LLC — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/advance-auto-repair-a-c-llc.html,yes,yes,(352) 372-3294,"1224 E University Ave, Gainesville, FL",4.7 (81),no,https://www.google.com/maps/place/ADVANCE+AUTO+REPAIR+%26+A%2FC+LLC/data=!4m7!3m6!1s0x88e8a3fbd97fe509:0xf994f5cf90566839!8m2!3d29.6522662!4d-82.3090751!16s%2Fg%2F1ttq2ycv!19sChIJCeV_2fuj6IgROWhWkM_1lPk?authuser=0&hl=en&rclk=1
MATT K AUTOMOTIVE,auto repair,C,MATT K AUTOMOTIVE — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/matt-k-automotive.html,yes,yes,(352) 318-3624,"2832 NE 20th Way Unit A, Gainesville, FL",4.7 (69),no,https://www.google.com/maps/place/MATT+K+AUTOMOTIVE/data=!4m7!3m6!1s0x88e8a3fcff84f42b:0x1f86141d9c2febe1!8m2!3d29.6785707!4d-82.2974427!16s%2Fg%2F11g71t_v2v!19sChIJK_SE__yj6IgR4esvnB0Uhh8?authuser=0&hl=en&rclk=1
Tire Depot,tire shops,C,Tire Depot — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/tire-depot.html,yes,yes,(352) 256-3371,1700 N Main St,4.4 (stars),no,https://www.google.com/maps/place/Tire+Depot/data=!4m7!3m6!1s0x88e8a5e87d5fd679:0xbce89d35f489b2c5!8m2!3d29.667713!4d-82.3247971!16s%2Fg%2F11jcd8cpq8!19sChIJedZffeil6IgRxbKJ9DWd6Lw?authuser=0&hl=en&rclk=1
Sam's Tires Of Gainesville,tire shops,C,Sam's Tires Of Gainesville — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/sam-s-tires-of-gainesville.html,yes,yes,(352) 327-2026,4500 NW 6th St,4.7 (stars),no,https://www.google.com/maps/place/Sam%27s+Tires+Of+Gainesville/data=!4m7!3m6!1s0x88e8a511057f0195:0x803dfbde8fc290c1!8m2!3d29.6960258!4d-82.3357307!16s%2Fg%2F11jyb1blj5!19sChIJlQF_BRGl6IgRwZDCj977PYA?authuser=0&hl=en&rclk=1
Cato's Tires,tire shops,C,Cato's Tires — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/cato-s-tires.html,yes,yes,(352) 874-2286,4551 NW 6th St,4.9 (stars),no,https://www.google.com/maps/place/Cato%27s+Tires/data=!4m7!3m6!1s0x88e8a5957e4ee207:0x9a7335c5fced9c6a!8m2!3d29.6966109!4d-82.3356372!16s%2Fg%2F11wx049vzq!19sChIJB-JOfpWl6IgRapzt_MU1c5o?authuser=0&hl=en&rclk=1
Low Cost Tires LLC,tire shops,C,Low Cost Tires LLC — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/low-cost-tires-llc.html,yes,yes,(352) 338-1002,1409 S Main St,4.5 (stars),no,https://www.google.com/maps/place/Low+Cost+Tires+LLC/data=!4m7!3m6!1s0x88e8a312c816d289:0x6dc31c0731ae8739!8m2!3d29.6368997!4d-82.3267794!16s%2Fg%2F11j2g4xldc!19sChIJidIWyBKj6IgROYeuMQccw20?authuser=0&hl=en&rclk=1
"Dale's Tire, Inc.",tire shops,C,"Dale's Tire, Inc. — I made you a free website",https://florida-man-bioscience.github.io/demo-websites/generated-sites/dale-s-tire-inc.html,yes,yes,(352) 377-9590,2928 NE 21 Way,4.8 (stars),no,"https://www.google.com/maps/place/Dale%27s+Tire,+Inc./data=!4m7!3m6!1s0x88e8a6a210c8612f:0x6d8db0ca0782628d!8m2!3d29.6796618!4d-82.2955735!16s%2Fg%2F1thvhs17!19sChIJL2HIEKKm6IgRjWKCB8qwjW0?authuser=0&hl=en&rclk=1"
Advanced Tire Service,tire shops,C,Advanced Tire Service — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/advanced-tire-service.html,yes,yes,(352) 559-0708,912 N Main St,4.2 (stars),no,https://www.google.com/maps/place/Advanced+Tire+Service/data=!4m7!3m6!1s0x88e8a4756a055b33:0x5a5476e486ea8b1!8m2!3d29.6604218!4d-82.3248812!16s%2Fg%2F11c53qfk80!19sChIJM1sFanWk6IgRsahuSG5HpQU?authuser=0&hl=en&rclk=1
Bohannon's 1 Stop,tire shops,C,Bohannon's 1 Stop — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/bohannon-s-1-stop.html,yes,yes,(352) 377-3170,2215 N Main St,4.2 (144),no,https://www.google.com/maps/place/Bohannon%27s+1+Stop/data=!4m7!3m6!1s0x88e8a413028cf275:0xf3053438331f1558!8m2!3d29.6735146!4d-82.3212988!16s%2Fg%2F1tdv_qbl!19sChIJdfKMAhOk6IgRWBUfMzg0BfM?authuser=0&hl=en&rclk=1
Town Tire,tire shops,C,Town Tire — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/town-tire.html,yes,yes,(352) 384-0555,7030 SW Archer Rd,4.4 (53),no,https://www.google.com/maps/place/Town+Tire/data=!4m7!3m6!1s0x88e8bd115fee9823:0xe217dc5a8e3cd27a!8m2!3d29.6012272!4d-82.4178185!16s%2Fg%2F1w4vkrwy!19sChIJI5juXxG96IgRetI8jlrcF-I?authuser=0&hl=en&rclk=1
Green Market Nursery and Landscaping,landscapers,D,Free website for Green Market Nursery and Landscaping — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/green-market-nursery-and-landscaping.html,yes,yes,(386) 462-9641,"5402 NW 8th Ave, Gainesville, FL",4.4 (52),no,https://www.google.com/maps/place/Green+Market+Nursery+and+Landscaping/data=!4m7!3m6!1s0x88e8bca64f612bff:0xdf504955b4483dce!8m2!3d29.6605836!4d-82.4006881!16s%2Fg%2F11g_tf5dr!19sChIJ_ythT6a86IgRzj1ItFVJUN8?authuser=0&hl=en&rclk=1
Theos Lawn Maintenance,landscapers,D,Free website for Theos Lawn Maintenance — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/theos-lawn-maintenance.html,yes,yes,(352) 682-6898,"3118 NE 13th St, Gainesville, FL","4.9 (reviews count not explicitly shown in list view, but rating is visible)",no,https://www.google.com/maps/place/Theos+Lawn+Maintenance/data=!4m7!3m6!1s0x88e8a5925de828df:0xf32b0b0092e1f4f3!8m2!3d29.6821157!4d-82.3097564!16s%2Fg%2F11ftxdftn0!19sChIJ3yjoXZKl6IgR8_ThkgALK_M?authuser=0&hl=en&rclk=1
Palmetto Supply,landscapers,D,Free website for Palmetto Supply — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/palmetto-supply.html,yes,yes,(843) 344-3212,"Gainesville, FL",5.0 (1),no,https://www.google.com/maps/place/Palmetto+Supply/data=!4m7!3m6!1s0x88e8bac9219c6f33:0x78d2c343ececa08c!8m2!3d29.7177376!4d-82.359181!16s%2Fg%2F11btt5y1yn!19sChIJM2-cIcm66IgRjKDs7EPD0ng?authuser=0&hl=en&rclk=1
GV Lawn Care Services,landscapers,D,Free website for GV Lawn Care Services — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gv-lawn-care-services.html,yes,yes,(352) 225-6723,"445 NW 27th Ave, Gainesville, FL",No reviews,yes,https://www.google.com/maps/place/GV+Lawn+Care+Services/data=!4m7!3m6!1s0x88e8a469546eaaab:0xe4b31a1fcd18f765!8m2!3d29.6770356!4d-82.3291842!16s%2Fg%2F11t13tv63w!19sChIJq6puVGmk6IgRZfcYzR8as-Q?authuser=0&hl=en&rclk=1
quality cheap lawn care maintenance MUNOZ,landscapers,D,Free website for quality cheap lawn care maintenance MUNOZ — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/quality-cheap-lawn-care-maintenance-munoz.html,yes,yes,(352) 327-6609,"1021 NW 22nd Ave, Gainesville, FL",4.5 (8),no,https://www.google.com/maps/place/quality+cheap+lawn+care+maintenance+MUNOZ/data=!4m7!3m6!1s0x88e8a55b4264ac17:0x7e297de4c6baff4f!8m2!3d29.6728693!4d-82.3356728!16s%2Fg%2F11j32f8bp8!19sChIJF6xkQlul6IgRT_-6xuR9KX4?authuser=0&hl=en&rclk=1
Gourmet Landscaping Services Inc,landscapers,D,Free website for Gourmet Landscaping Services Inc — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gourmet-landscaping-services-inc.html,yes,yes,(954) 934-7978,"Gainesville, FL","4.8 (rating visible, review count not explicitly shown in list view)",no,https://www.google.com/maps/place/Gourmet+Landscaping+Services+Inc/data=!4m7!3m6!1s0x88d900fa7f3faa8b:0x81b0b1c1a5a18109!8m2!3d29.638584!4d-82.4398201!16s%2Fg%2F11xhb0y9z!19sChIJi6o_f_oA2YgRCYGhpcGxsIE?authuser=0&hl=en&rclk=1
All Florida Electric Co Inc,electricians,D,Free website for All Florida Electric Co Inc — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/all-florida-electric-co-inc.html,yes,yes,(352) 378-6014,2606 NE 17th Ter,4.7,no,https://www.google.com/maps/place/All+Florida+Electric+Co+Inc/data=!4m7!3m6!1s0x88e8a41e6c75844f:0x90709a8ae37e04bc!8m2!3d29.6764646!4d-82.3035575!16s%2Fg%2F1x5fc5p8!19sChIJT4R1bB6k6IgRvAR-44qacJA?authuser=0&hl=en&rclk=1
Kennedy Electric,electricians,D,Free website for Kennedy Electric — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/kennedy-electric.html,yes,yes,(352) 375-0739,2306 NW 71st Pl,4.2,no,https://www.google.com/maps/place/Kennedy+Electric/data=!4m7!3m6!1s0x88e8a510275bdeeb:0x461ec9afaaef041d!8m2!3d29.7204981!4d-82.3560177!16s%2Fg%2F1tht28g3!19sChIJ695bJxCl6IgRHQTvqq_JHkY?authuser=0&hl=en&rclk=1
Keough Electric,electricians,D,Free website for Keough Electric — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/keough-electric.html,yes,yes,(352) 363-4078,4824 SW 57th Dr,4.8,no,https://www.google.com/maps/place/Keough+Electric/data=!4m7!3m6!1s0x88e8bdffd6a87847:0x862df1462353d855!8m2!3d29.6092815!4d-82.4046517!16s%2Fg%2F11s5gvt7tq!19sChIJR3io1v-96IgRVdhTI0bxLYY?authuser=0&hl=en&rclk=1
Manny's Electric,electricians,D,Free website for Manny's Electric — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/manny-s-electric.html,yes,yes,(352) 514-2035,11032 NW 60 Terrace,4.9,no,https://www.google.com/maps/place/Manny%27s+Electric/data=!4m7!3m6!1s0x88e8bb356ec6f837:0xec89bd938cec1f1f!8m2!3d29.7561055!4d-82.4098022!16s%2Fg%2F11fx8_4rgk!19sChIJN_jGbjW76IgRHx_sjJO9iew?authuser=0&hl=en&rclk=1
Shockwave Electricians,electricians,D,Free website for Shockwave Electricians — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/shockwave-electricians.html,yes,yes,(352) 218-7153,321 SW 13th St Fl 2,4.7 (15 Reviews),no,https://www.google.com/maps/place/Shockwave+Electricians/data=!4m7!3m6!1s0x88938169b17417dd:0x9561c3678f502083!8m2!3d29.648678!4d-82.3390041!16s%2Fg%2F1tslkhps!19sChIJ3Rd0sWmBk4gRgyBQj2fDYZU?authuser=0&hl=en&rclk=1
"Troy's Electric Repair, LLC",electricians,D,"Free website for Troy's Electric Repair, LLC — ready to go live",https://florida-man-bioscience.github.io/demo-websites/generated-sites/troy-s-electric-repair-llc.html,yes,yes,(352) 258-9021,3626 NW 97th Blvd,4.6 (34 Reviews),no,"https://www.google.com/maps/place/Troy%27s+Electric+Repair,+LLC/data=!4m7!3m6!1s0x88e8bb95ae8b5e83:0x76207e35752fdf78!8m2!3d29.687114!4d-82.450415!16s%2Fg%2F11c2rbrm0s!19sChIJg16LrpW76IgReN8vdTV-IHY?authuser=0&hl=en&rclk=1"
Gainesville Electric,electricians,D,Free website for Gainesville Electric — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-electric.html,yes,yes,(352) 373-3137,2386 NE 18th Ter,No reviews,no,https://www.google.com/maps/place/Gainesville+Electric/data=!4m7!3m6!1s0x88e8a6a0ad5a59c5:0xc635ff079de0ed43!8m2!3d29.6752202!4d-82.3014463!16s%2Fg%2F1wn34hh2!19sChIJxVlaraCm6IgRQ-3gnQf_NcY?authuser=0&hl=en&rclk=1
Oasis Car Wash,car wash,C,Oasis Car Wash — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/oasis-car-wash.html,yes,yes,(352) 378-7195,402 NW 39th Ave,3.9 stars,no,https://www.google.com/maps/place/Oasis+Car+Wash/data=!4m7!3m6!1s0x88e8a57f7110f695:0x512f381e51f80b7a!8m2!3d29.688745!4d-82.3279858!16s%2Fg%2F11jfg729s7!19sChIJlfYQcX-l6IgRegv4UR44L1E?authuser=0&hl=en&rclk=1
Car Wash (NW 43rd St),car wash,C,Car Wash (NW 43rd St) — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/car-wash-nw-43rd-st.html,yes,yes,(352) 377-4355,5221 NW 43rd St,4.6 stars,no,https://www.google.com/maps/place/Car+Wash/data=!4m7!3m6!1s0x88e8a4d35445f6ef:0xe5113789088fd2cf!8m2!3d29.7028803!4d-82.3883818!16s%2Fg%2F11h_sn17pb!19sChIJ7_ZFVNOk6IgRz9KPCIk3EeU?authuser=0&hl=en&rclk=1
Brighton Beach Car Wash,car wash,C,Brighton Beach Car Wash — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/brighton-beach-car-wash.html,yes,yes,(352) 262-5980,11202 NW US Hwy 441,4.1 stars,no,https://www.google.com/maps/place/Brighton+Beach+Car+Wash/data=!4m7!3m6!1s0x88e8b009cb284ddf:0x3dbbda1e22c323a6!8m2!3d29.7573317!4d-82.401267!16s%2Fg%2F11g86rgpkr!19sChIJ300oywmw6IgRpiPDIh7auz0?authuser=0&hl=en&rclk=1
Car Wash (NW 13th St),car wash,C,Car Wash (NW 13th St) — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/car-wash-nw-13th-st.html,yes,yes,(352) 378-7195,3831 NW 13th St,No reviews,no,https://www.google.com/maps/place/Car+Wash/data=!4m7!3m6!1s0x88e8a500066e010d:0xf4518ccbb12b052!8m2!3d29.6882008!4d-82.3380891!16s%2Fg%2F11vk7b0j85!19sChIJDQFuBgCl6IgRUrASu8wYRQ8?authuser=0&hl=en&rclk=1
SJ Luxury Details,car wash,C,SJ Luxury Details — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/sj-luxury-details.html,yes,yes,(754) 284-9793,205 SE 16th Ave Apt 33X,4.4 stars (7 Reviews),no,https://www.google.com/maps/place/SJ+Luxury+Details/data=!4m7!3m6!1s0x88e8a30f6c27e653:0x265daf49150e6b2b!8m2!3d29.6301248!4d-82.3242093!16s%2Fg%2F11sf11_bfq!19sChIJU-YnbA-j6IgRK2sOFUmvXSY?authuser=0&hl=en&rclk=1
Main Street Detailing,car wash,C,Main Street Detailing — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/main-street-detailing.html,yes,yes,(352) 375-4474,1025 N Main St A,4.1 stars (20 Reviews),no,https://www.google.com/maps/place/Main+Street+Detailing/data=!4m7!3m6!1s0x88e8a47528114ed5:0x5b135633eadb1b62!8m2!3d29.6618633!4d-82.3242654!16s%2Fg%2F1tfxyw55!19sChIJ1U4RKHWk6IgRYhvb6jNWE1s?authuser=0&hl=en&rclk=1
Marathon Car Wash,car wash,C,Marathon Car Wash — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/marathon-car-wash.html,yes,yes,(352) 378-7195,3423 SW Williston Rd,2.7 stars (3 Reviews),no,https://www.google.com/maps/place/Marathon+Car+Wash/data=!4m7!3m6!1s0x88e8a30265269999:0x858c0e2c11a048f3!8m2!3d29.602594!4d-82.3713018!16s%2Fg%2F11ghfg237v!19sChIJmZkmZQKj6IgR80igESwOjIU?authuser=0&hl=en&rclk=1
Sowell Wash & Wax,car wash,C,Sowell Wash & Wax — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/sowell-wash-wax.html,yes,yes,(352) 278-0565,1954 N Main St #2,4.6 stars (11 Reviews),no,https://www.google.com/maps/place/Sowell+Wash+%26+Wax/data=!4m7!3m6!1s0x88e8a5a95f7ca34d:0x30e085e7b59da838!8m2!3d29.6707077!4d-82.3233164!16s%2Fg%2F11f62ngj9v!19sChIJTaN8X6ml6IgROKidteeF4DA?authuser=0&hl=en&rclk=1
Anymeanz Detailing,car wash,C,Anymeanz Detailing — I made you a free website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/anymeanz-detailing.html,yes,yes,(352) 361-6810,1106 SE 3rd Ave,4.9 stars (82 Reviews),no,https://www.google.com/maps/place/Anymeanz+Detailing/data=!4m7!3m6!1s0x88e8a34a6a7bca3d:0x87c8799f7d5c5e10!8m2!3d29.6483705!4d-82.3118046!16s%2Fg%2F11s110p6cl!19sChIJPcp7akqj6IgREF5cfZ95yIc?authuser=0&hl=en&rclk=1
Gainesville Lawn Care,lawn care,D,Free website for Gainesville Lawn Care — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-lawn-care.html,yes,yes,(352) 871-9880,2717 SW 98th Dr,4.0,no,https://www.google.com/maps/place/Gainesville+Lawn+Care/data=!4m7!3m6!1s0x88e8a38cc274f3f3:0xb8569de6cf98cb4d!8m2!3d29.6279422!4d-82.4468612!16s%2Fg%2F11c2y94tc5!19sChIJ8_N0woyj6IgRTcuYz-adVrg?authuser=0&hl=en&rclk=1
Hammer Down Lawn Care,lawn care,D,Free website for Hammer Down Lawn Care — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/hammer-down-lawn-care.html,yes,yes,(954) 663-6156,3431 NW 67th Ave,5.0,no,https://www.google.com/maps/place/Hammer+Down+Lawn+Care/data=!4m7!3m6!1s0x88e8a552a011bb95:0x65c205c1bb4530ba!8m2!3d29.7158944!4d-82.3739663!16s%2Fg%2F11s2r22gsw!19sChIJlbsRoFKl6IgRujBFu8EFwmU?authuser=0&hl=en&rclk=1
LicketySplitLawnService LLC,lawn care,D,Free website for LicketySplitLawnService LLC — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/licketysplitlawnservice-llc.html,yes,yes,(352) 327-0983,1130 SW 16th Ave,5.0 (3),no,https://www.google.com/maps/place/LicketySplitLawnService+LLC/data=!4m7!3m6!1s0x88e8a31d76aaa38f:0xdae13ce4505cfa95!8m2!3d29.6369241!4d-82.3373756!16s%2Fg%2F11nn33c0hc!19sChIJj6Oqdh2j6IgRlfpcUOQ84do?authuser=0&hl=en&rclk=1
iLawn & Landscaping,lawn care,D,Free website for iLawn & Landscaping — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/ilawn-landscaping.html,yes,yes,(352) 415-3340,3633 NW 30th Pl,5.0,no,https://www.google.com/maps/place/iLawn+%26+Landscaping/data=!4m7!3m6!1s0x88e8a4b9e3be29ab:0xd6f0cb869f7c2c8f!8m2!3d29.680587!4d-82.3774799!16s%2Fg%2F1pp2wzvrq!19sChIJqym-47mk6IgRjyx8n4bL8NY?authuser=0&hl=en&rclk=1
GV Lawn Care Services,lawn care,D,Free website for GV Lawn Care Services — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gv-lawn-care-services.html,yes,yes,(352) 225-6723,445 NW 27th Ave,No reviews,yes,https://www.google.com/maps/place/GV+Lawn+Care+Services/data=!4m7!3m6!1s0x88e8a469546eaaab:0xe4b31a1fcd18f765!8m2!3d29.6770356!4d-82.3291842!16s%2Fg%2F11t13tv63w!19sChIJq6puVGmk6IgRZfcYzR8as-Q?authuser=0&hl=en&rclk=1
Square Yard Landscaping,lawn care,D,Free website for Square Yard Landscaping — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/square-yard-landscaping.html,yes,yes,(352) 251-9418,4102 NW 21st Dr,No reviews,no,https://www.google.com/maps/place/Square+Yard+Landscaping/data=!4m7!3m6!1s0x2cb449716ff2148b:0xc718b552e04a2d7e!8m2!3d29.6913772!4d-82.3533478!16s%2Fg%2F11s06bd58v!19sChIJixTyb3FJtCwRfi1K4FK1GMc?authuser=0&hl=en&rclk=1
JP Pressure Washing & Landscape Services,lawn care,D,Free website for JP Pressure Washing & Landscape Services — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/jp-pressure-washing-landscape-services.html,yes,yes,(386) 628-7663,8401 NW 13th St LOT 74,5.0 (4),no,https://www.google.com/maps/place/JP+Pressure+Washing+%26+Landscape+Services/data=!4m7!3m6!1s0x88e8a56767f58c79:0x4787f577a607fd9d!8m2!3d29.7345106!4d-82.3748502!16s%2Fg%2F11k66k381r!19sChIJeYz1Z2el6IgRnf0Hpnf1h0c?authuser=0&hl=en&rclk=1
Jeff Williams Lawn Service Inc,lawn care,D,Free website for Jeff Williams Lawn Service Inc — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/jeff-williams-lawn-service-inc.html,yes,yes,(352) 373-4145,4010 NW 26th Ter,4.0 (4),no,https://www.google.com/maps/place/Jeff+Williams+Lawn+Service+Inc/data=!4m7!3m6!1s0x88e8a4eea9310e73:0xf8b9c3bcb9026fd4!8m2!3d29.690508!4d-82.3610099!16s%2Fg%2F11bycgzz2h!19sChIJcw4xqe6k6IgR1G8CubzDufg?authuser=0&hl=en&rclk=1
Cutting Edge Lawn Care,lawn care,D,Free website for Cutting Edge Lawn Care — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/cutting-edge-lawn-care.html,yes,yes,(352) 372-0430,"Gainesville, FL",5.0 (1),no,https://www.google.com/maps/place/Cutting+Edge+Lawn+Care/data=!4m7!3m6!1s0x88e8a393ffffffff:0xf805dfe546b0bea6!8m2!3d29.6422516!4d-82.3289111!16s%2Fg%2F1tdcbmx7!19sChIJ_____5Oj6IgRpr6wRuXfBfg?authuser=0&hl=en&rclk=1
Bernard Howell Lawn Care,lawn care,D,Free website for Bernard Howell Lawn Care — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/bernard-howell-lawn-care.html,yes,yes,(352) 374-4359,2411 NE 10th Terrace,5.0 (3),no,https://www.google.com/maps/place/Bernard+Howell+Lawn+Care/data=!4m7!3m6!1s0x88e8a410a7b3de9b:0xa4e7a41c5e1518ad!8m2!3d29.6750458!4d-82.3127658!16s%2Fg%2F1263g25nb!19sChIJm96zpxCk6IgRrRgVXhyk56Q?authuser=0&hl=en&rclk=1
Splee,cleaning services,D,Free website for Splee — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/splee.html,yes,no,,"4647 NW 6th St suite j, Gainesville, FL",4.9,no,https://www.google.com/maps/place/Splee/data=!4m7!3m6!1s0x88e8bb2d6ccf9295:0x1e03c5804af003a6!8m2!3d29.6982552!4d-82.3347865!16s%2Fg%2F11c1n9fk1s!19sChIJlZLPbC276IgRpgPwSoDFAx4?authuser=0&hl=en&rclk=1
S & S Cleaners,cleaning services,D,Free website for S & S Cleaners — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/s-s-cleaners.html,yes,yes,(352) 372-4184,"503 SW 3rd St, Gainesville, FL",4.4,yes,https://www.google.com/maps/place/S+%26+S+Cleaners/data=!4m7!3m6!1s0x88e8a3921397bd49:0xd7c9146668ca9f3f!8m2!3d29.6470352!4d-82.3277894!16s%2Fg%2F1tfrhlly!19sChIJSb2XE5Kj6IgRP5_KaGYUydc?authuser=0&hl=en&rclk=1
Pristine Clean Gainesville Cleaning Service,cleaning services,D,Free website for Pristine Clean Gainesville Cleaning Service — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/pristine-clean-gainesville-cleaning-service.html,yes,yes,(352) 278-3437,"4040 Newberry Rd #1300, Gainesville, FL",3.3 (20),no,https://www.google.com/maps/place/Pristine+Clean+Gainesville+Cleaning+Service/data=!4m7!3m6!1s0x88e8a505a22b0e01:0x2f9d2bcb9fbe27cc!8m2!3d29.6547656!4d-82.3864551!16s%2Fg%2F1ttdntlg!19sChIJAQ4rogWl6IgRzCe-n8srnS8?authuser=0&hl=en&rclk=1
Instant Curb Appeal of Florida - A Soft Washing Company,cleaning services,D,Free website for Instant Curb Appeal of Florida - A Soft Washing Company — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/instant-curb-appeal-of-florida-a-soft-washing-company.html,yes,yes,(352) 316-3281,"4923 NW 6th St Ste B, Gainesville, FL",4.9 (79),no,https://www.google.com/maps/place/Instant+Curb+Appeal+of+Florida+-+A+Soft+Washing+Company/data=!4m7!3m6!1s0x88e8bdc98192a1a3:0x603c2ee845a83f11!8m2!3d29.7007546!4d-82.3380755!16s%2Fg%2F11ppr1t_2r!19sChIJo6GSgcm96IgRET-oReguPGA?authuser=0&hl=en&rclk=1
"M&G SERVICE PROVIDERS, LLC.",cleaning services,D,"Free website for M&G SERVICE PROVIDERS, LLC. — ready to go live",https://florida-man-bioscience.github.io/demo-websites/generated-sites/m-g-service-providers-llc.html,yes,yes,(352) 871-2668,"2225 NW 19th Ln, Gainesville, FL",4.9 (49),no,"https://www.google.com/maps/place/M%26G+SERVICE+PROVIDERS,+LLC./data=!4m7!3m6!1s0x62c16a75293e44b7:0x939f3bbb1484c46e!8m2!3d29.6703128!4d-82.3528462!16s%2Fg%2F11q2t4ctb1!19sChIJt0Q-KXVqwWIRbsSEFLs7n5M?authuser=0&hl=en&rclk=1"
A Clear Choice,cleaning services,D,Free website for A Clear Choice — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/a-clear-choice.html,yes,yes,(352) 256-8034,"4600 SW 34th St Unit 141124, Gainesville, FL",5.0 (19),no,https://www.google.com/maps/place/A+Clear+Choice/data=!4m7!3m6!1s0x88e8bd2ea40beef3:0x687ec78c1ab11a17!8m2!3d29.6102797!4d-82.3732438!16s%2Fg%2F1wbg076y!19sChIJ8-4LpC696IgRFxqxGozHfmg?authuser=0&hl=en&rclk=1
